temp,humidity,precip,windspeed,pressure,next_hour_rain
26.4,88.78,1.0,2.3,1010.3,0
26.1,88.76,0.0,7.6,1010.0,0
27.1,83.68,0.0,7.6,1011.0,1
28.1,83.5,1.0,1.9,1012.4,0
29.9,75.42,0.0,8.5,1012.0,0
29.1,79.07,0.0,14.8,1013.0,1
29.2,79.43,1.0,2.8,1011.6,0
30.1,74.64,0.0,16.6,1012.0,0
27.1,81.2,0.0,19.4,1010.0,1
28.6,78.99,1.0,6.0,1009.3,0
30.1,74.64,0.0,14.8,1009.0,0
29.1,79.07,0.0,14.8,1009.0,0
28.2,82.54,0.0,3.6,1009.7,0
28.1,83.79,0.0,9.4,1010.0,0
28.1,78.93,0.0,11.2,1011.0,0
27.4,88.29,0.0,0.4,1012.0,0
27.1,88.84,0.0,5.4,1012.0,0
27.1,88.84,0.0,7.6,1013.0,1
27.2,89.81,1.0,0.1,1012.5,1
27.1,94.28,1.0,3.6,1012.0,0
27.1,94.28,0.0,3.6,1011.0,1
25.7,91.52,1.0,0.1,1010.9,1
26.1,94.24,1.0,5.4,1011.0,0
25.1,100.0,0.0,3.6,1010.0,1
24.7,94.2,1.0,0.1,1011.2,1
